node_id1 node_id2 t
123 253 1158
120 494 1158
765 786 1159
123 253 1159
120 494 1159
765 786 1160
120 494 1160
120 494 1161
120 494 1162
765 786 1163
120 494 1163
120 494 1164
765 786 1165
120 494 1165
120 494 1166
120 494 1167
120 494 1168
120 494 1169
765 786 1170
120 494 1170
765 786 1171
120 494 1171
765 786 1172
120 494 1172
120 494 1173
120 494 1174
765 786 1204
120 494 1204
765 786 1208
222 267 1208
120 494 1212
134 285 1213
120 494 1213
765 786 1216
222 267 1217
222 267 1219
222 267 1220
765 786 1225
765 786 1226
765 786 1227
29 222 1235
29 222 1236
223 311 1236
222 267 1239
120 494 1249
222 267 1251
123 253 1253
123 253 1254
120 494 1254
765 786 1259
222 267 1263
222 267 1264
222 267 1265
268 845 1265
17 762 1266
222 267 1266
134 762 1266
765 786 1273
765 786 1279
765 786 1280
184 778 1280
765 786 1281
17 762 1281
184 778 1281
17 762 1282
184 778 1282
765 786 1285
184 778 1285
765 786 1286
184 778 1286
184 778 1287
116 762 1289
184 778 1290
184 778 1291
184 778 1292
120 494 1292
184 778 1293
120 494 1294
120 494 1295
184 778 1296
120 494 1296
184 778 1297
184 778 1298
184 778 1299
184 778 1300
184 778 1301
184 778 1302
120 494 1302
765 786 1303
184 778 1303
765 786 1304
184 778 1304
120 494 1304
765 786 1305
184 778 1305
765 786 1306
184 778 1306
765 786 1307
184 778 1307
765 786 1308
184 778 1308
184 778 1309
184 778 1310
184 778 1311
120 494 1311
184 778 1312
119 275 1314
120 494 1314
184 778 1315
119 275 1315
120 494 1315
765 786 1317
765 786 1318
123 253 1318
765 786 1319
123 253 1319
120 494 1319
120 494 1320
765 786 1321
765 786 1322
184 778 1322
765 786 1323
184 778 1323
765 786 1324
184 778 1324
765 786 1325
184 778 1325
184 778 1327
184 778 1328
184 778 1329
765 786 1330
184 778 1330
184 778 1331
184 778 1332
765 786 1333
184 778 1333
184 778 1334
184 778 1335
184 778 1336
184 778 1337
120 494 1337
184 778 1338
120 494 1338
184 778 1339
120 494 1339
184 778 1340
120 494 1340
120 494 1341
196 223 1342
120 494 1343
120 494 1344
120 494 1346
80 762 1347
275 762 1347
120 494 1347
120 494 1348
120 494 1349
120 494 1351
120 494 1352
120 494 1355
63 154 1356
119 275 1356
119 275 1357
116 481 1362
120 494 1362
765 786 1364
765 786 1365
765 786 1366
765 786 1368
120 494 1368
120 494 1369
120 494 1372
116 481 1373
120 494 1373
765 786 1374
765 786 1375
765 786 1376
765 786 1378
120 494 1378
120 494 1379
120 494 1380
120 494 1381
765 786 1382
120 494 1382
765 786 1383
765 786 1384
765 786 1386
765 786 1389
765 786 1390
765 786 1393
765 786 1394
63 481 1402
63 481 1403
63 481 1407
762 875 1408
123 253 1409
123 253 1410
123 253 1411
762 875 1412
123 253 1412
63 105 1417
63 105 1418
63 481 1423
63 481 1424
184 778 1424
50 875 1425
762 875 1427
184 778 1427
185 778 1428
184 268 1428
184 185 1428
184 778 1428
63 481 1428
63 481 1429
184 268 1429
184 185 1429
184 268 1430
184 268 1431
184 778 1431
184 778 1433
17 102 1435
184 268 1436
184 804 1438
184 268 1439
184 268 1440
17 102 1443
17 102 1444
184 268 1445
184 268 1446
184 804 1447
184 804 1448
184 268 1450
184 268 1452
113 223 1479
184 268 1481
184 268 1487
15 95 1490
205 223 1504
15 496 1514
95 496 1514
15 496 1515
15 496 1516
205 223 1526
123 253 1528
285 481 1529
123 253 1529
123 253 1530
123 253 1532
205 223 1532
123 253 1534
123 253 1535
123 253 1536
184 268 1540
15 496 1544
123 253 1544
15 95 1545
222 267 1550
222 267 1551
120 494 1551
222 267 1552
120 494 1552
222 267 1553
120 494 1553
222 267 1554
222 267 1555
222 267 1556
222 267 1557
222 267 1560
184 268 1561
120 494 1561
222 267 1566
222 267 1567
240 938 1568
222 267 1573
222 267 1574
222 267 1575
222 267 1576
222 267 1577
222 267 1578
222 267 1579
222 267 1580
222 267 1581
222 267 1582
222 267 1583
285 481 1588
285 481 1589
120 494 1595
120 494 1596
194 311 1597
120 494 1597
194 311 1598
120 494 1598
194 311 1599
120 494 1599
120 494 1600
120 494 1604
150 285 1607
150 285 1608
194 311 1612
194 311 1616
194 311 1617
194 311 1618
194 311 1619
194 311 1620
123 253 1623
123 253 1626
120 494 1627
95 194 1681
95 194 1682
95 194 1683
95 194 1684
95 194 1685
95 194 1686
95 194 1687
95 194 1688
194 311 1689
95 194 1689
194 311 1690
222 267 1692
222 267 1693
222 267 1694
95 194 1694
222 267 1695
95 194 1695
222 267 1696
95 194 1696
95 194 1697
184 845 1699
184 268 1700
184 268 1701
184 845 1701
184 268 1702
184 845 1702
184 268 1704
184 845 1704
184 845 1705
184 845 1706
184 845 1707
184 268 1708
184 845 1711
184 826 1713
184 268 1715
184 268 1716
39 205 1718
39 205 1719
39 205 1720
123 253 1728
123 253 1729
223 253 1733
120 765 1734
120 765 1735
120 765 1739
95 123 1740
95 123 1741
15 123 1742
95 253 1742
15 95 1742
123 253 1742
95 123 1742
120 765 1743
95 123 1743
120 765 1744
95 123 1744
95 123 1745
95 123 1746
95 123 1747
95 123 1748
123 253 1759
120 765 1760
123 253 1760
120 765 1761
120 765 1762
123 253 1762
123 253 1763
120 765 1764
123 253 1764
120 765 1765
123 253 1765
123 253 1766
39 804 1769
120 765 1771
120 765 1772
120 765 1773
120 765 1777
120 494 1783
172 196 1794
275 804 1812
150 154 4403
80 771 4442
39 819 4461
39 819 4462
762 771 4471
120 819 4489
762 771 4490
120 819 4490
762 771 4491
120 819 4502
448 533 4504
120 819 4505
448 533 4505
120 819 4506
448 533 4506
120 819 4507
120 819 4515
120 819 4516
120 819 4517
492 601 4519
492 601 4520
79 222 4530
79 222 4534
79 222 4535
826 987 4550
79 222 4556
79 222 4557
123 492 4558
194 786 4561
194 786 4562
95 123 4572
48 875 4581
150 154 4582
150 154 4583
39 95 4583
39 95 4584
95 242 4589
172 196 4602
267 603 4605
267 603 4606
164 267 4607
164 267 4608
164 267 4609
15 95 4617
80 875 4618
15 95 4618
102 335 4629
102 335 4630
15 95 4635
15 95 4636
15 95 4637
271 533 4643
210 778 4646
15 95 4648
15 95 4651
271 533 4651
765 786 4652
134 285 4663
134 285 4664
134 285 4665
35 210 4666
35 210 4669
35 210 4671
35 210 4672
35 210 4673
150 533 4677
150 533 4678
123 253 4683
123 253 4684
150 533 4687
150 533 4688
150 533 4694
150 533 4695
50 131 4696
150 533 4696
50 131 4700
150 533 4700
50 131 4701
50 131 4702
150 533 4702
50 131 4703
150 533 4703
50 131 4704
150 533 4704
50 131 4705
150 533 4705
50 131 4707
150 533 4708
50 131 4709
150 533 4710
50 131 4711
123 253 4711
119 778 4712
150 533 4712
123 223 4713
123 223 4714
123 223 4715
448 499 4716
116 778 4718
123 223 4718
778 845 4719
123 223 4719
123 223 4721
119 448 4722
150 533 4722
123 223 4722
150 533 4723
123 223 4723
222 267 4724
123 223 4724
119 448 4725
222 267 4725
123 223 4725
119 448 4726
150 533 4726
123 223 4726
150 533 4727
271 499 4727
123 223 4727
150 533 4728
123 223 4728
123 223 4729
150 533 4730
123 223 4730
134 285 4731
123 223 4731
150 533 4732
123 223 4732
123 223 4733
134 285 4734
123 223 4734
134 285 4735
123 223 4735
123 223 4736
116 335 4737
123 223 4737
116 335 4738
116 762 4738
134 285 4738
131 242 4738
123 223 4738
123 223 4739
123 223 4740
123 223 4741
123 223 4742
123 223 4743
123 223 4744
131 242 4745
123 223 4745
123 223 4746
123 223 4747
271 601 4748
123 223 4748
123 223 4749
123 223 4750
123 223 4751
123 223 4752
134 285 4753
123 223 4753
134 285 4754
123 223 4754
123 223 4755
119 211 4756
123 223 4756
123 223 4757
123 223 4758
120 196 4759
123 223 4759
120 196 4760
131 150 4760
123 223 4760
120 196 4761
131 150 4761
123 223 4761
120 196 4762
131 150 4762
123 223 4762
120 196 4763
131 150 4763
123 223 4763
131 150 4764
123 223 4764
131 150 4765
134 285 4766
511 762 4766
131 150 4766
15 123 4767
131 150 4767
15 123 4768
131 150 4768
131 150 4769
131 150 4770
131 150 4771
131 150 4772
120 196 4773
131 150 4773
120 196 4774
131 150 4774
271 533 4774
120 196 4775
131 150 4775
271 533 4775
131 150 4776
131 271 4777
150 271 4777
131 150 4777
150 271 4778
150 271 4779
150 271 4780
150 271 4781
150 271 4782
150 271 4783
222 267 4784
150 271 4784
222 267 4785
150 271 4785
150 271 4788
150 271 4789
150 271 4796
150 271 4797
150 271 4798
222 267 4799
150 271 4799
150 271 4800
150 271 4801
131 185 4820
271 492 4831
211 268 4852
120 494 4857
120 494 4858
120 494 4859
120 494 4860
120 494 4861
120 494 4862
120 494 4863
120 494 4864
120 494 4865
120 494 4866
120 494 4867
120 494 4868
120 494 4869
120 494 4870
120 494 4871
120 494 4872
285 875 4873
120 494 4873
120 494 4874
120 494 4875
119 448 4878
120 494 4878
119 448 4879
120 494 4887
120 494 4888
120 494 4889
120 494 4890
120 494 4891
222 267 4894
120 494 4894
511 771 4895
120 494 4895
120 494 4896
209 875 4899
154 939 4903
335 771 4907
95 120 4910
95 120 4911
95 120 4912
95 205 4913
119 804 4916
95 205 4923
95 311 4930
95 311 4934
95 311 4935
95 311 4937
95 311 4938
95 311 4939
95 311 4940
95 311 4941
95 311 4942
95 311 4943
95 311 4944
120 196 4945
95 311 4945
95 311 4946
95 311 4947
95 311 4948
95 311 4949
95 311 4950
95 311 4951
95 311 4952
95 311 4953
95 311 4954
95 311 4955
95 311 4956
95 311 4957
95 311 4958
119 448 4959
95 311 4959
95 311 4960
95 311 4961
95 311 4962
95 311 4963
95 311 4964
95 311 4965
95 311 4966
95 311 4967
95 311 4968
95 311 4969
119 448 4970
95 311 4970
95 311 4971
95 311 4972
95 311 4973
95 311 4974
95 311 4975
95 311 4976
95 311 4977
95 311 4978
95 311 4979
95 311 4980
95 311 4981
95 311 4982
95 311 4983
119 448 4984
95 311 4984
119 448 4985
95 311 4985
95 311 4986
119 448 4987
95 311 4987
95 311 4988
95 311 4989
95 311 4990
95 311 4991
119 448 4992
95 311 4992
95 311 4993
95 311 4994
95 311 4995
95 311 4996
95 311 4997
95 311 4998
119 762 4999
119 762 5001
119 762 5002
119 762 5006
95 311 5007
95 311 5008
95 311 5009
95 311 5010
95 311 5011
95 311 5012
95 311 5013
95 311 5014
95 311 5015
95 311 5016
95 311 5017
95 311 5018
95 311 5019
95 311 5020
131 778 5021
95 311 5021
95 311 5022
335 762 5033
335 762 5036
63 481 5061
63 481 5065
131 751 5098
79 222 5102
762 771 5128
80 826 5135
79 826 5135
271 481 5146
762 771 5147
762 771 5148
494 765 5182
762 771 5224
335 771 5225
196 311 5229
196 311 5235
196 311 5237
196 311 5245
63 481 5247
63 481 5248
63 481 5249
335 771 5252
762 771 5252
63 481 5255
63 481 5256
196 223 5257
63 481 5257
196 311 5257
196 223 5258
63 481 5258
196 311 5258
63 481 5259
63 481 5260
63 481 5261
63 481 5262
63 481 5263
63 481 5265
196 311 5267
63 481 5268
63 481 5269
196 223 5270
196 311 5271
63 481 5272
223 311 5272
63 481 5273
196 311 5273
63 481 5274
63 481 5275
63 481 5276
196 311 5276
63 481 5277
265 751 5278
63 481 5278
265 751 5279
63 481 5279
265 751 5280
63 481 5280
265 751 5281
63 481 5281
63 481 5282
196 223 5283
196 223 5284
63 481 5284
196 223 5285
63 481 5285
196 223 5286
63 481 5286
196 223 5287
63 481 5287
196 223 5288
63 481 5288
56 265 5288
265 751 5289
196 223 5289
63 481 5289
196 223 5290
63 481 5290
196 223 5291
63 481 5291
196 223 5292
63 481 5292
196 223 5293
63 481 5293
196 223 5294
63 481 5294
751 778 5294
63 481 5295
63 481 5296
63 481 5297
56 205 5297
95 223 5297
63 481 5298
56 205 5298
63 481 5299
56 205 5299
265 751 5300
271 601 5300
153 492 5300
56 205 5300
271 601 5301
63 481 5301
56 819 5302
210 826 5302
17 496 5302
265 751 5303
63 481 5303
63 481 5304
265 751 5305
63 481 5305
120 267 5305
265 751 5306
63 481 5306
448 939 5306
63 481 5307
56 819 5308
63 481 5308
80 153 5308
63 481 5309
209 210 5309
39 79 5310
63 481 5310
63 481 5311
63 481 5312
153 271 5314
56 819 5315
56 819 5316
196 223 5317
63 481 5318
63 481 5323
56 205 5325
56 205 5326
56 819 5327
196 223 5327
63 481 5327
196 223 5328
56 819 5329
196 223 5329
63 481 5329
196 223 5330
63 481 5330
196 223 5331
63 481 5331
196 223 5332
63 481 5332
196 223 5333
63 481 5333
196 223 5334
63 481 5334
196 223 5335
63 481 5335
63 481 5336
63 481 5337
63 116 5338
194 311 5340
63 116 5340
63 116 5341
120 205 5342
63 116 5342
63 116 5343
63 481 5344
120 494 5344
63 116 5344
56 786 5345
63 116 5345
56 786 5346
120 494 5346
63 481 5347
63 116 5347
63 481 5348
63 116 5348
63 481 5349
63 116 5349
63 481 5350
120 494 5350
63 116 5350
63 481 5351
120 494 5351
63 116 5351
63 481 5352
120 494 5352
63 116 5352
196 222 5352
63 481 5353
63 116 5353
120 494 5354
196 222 5354
120 494 5355
120 494 5356
63 116 5356
120 494 5357
120 494 5358
63 481 5359
120 494 5359
63 116 5360
63 481 5361
120 494 5361
63 116 5361
63 481 5362
123 253 5362
120 494 5362
63 116 5362
63 481 5363
63 116 5363
63 481 5364
63 116 5364
63 116 5365
63 481 5366
63 116 5366
63 481 5367
63 116 5367
63 481 5368
120 494 5368
63 116 5368
63 481 5369
80 311 5369
120 494 5369
63 116 5369
63 481 5370
120 494 5370
63 116 5370
63 481 5371
271 492 5371
120 494 5371
63 116 5371
63 481 5372
153 271 5372
120 494 5372
63 116 5372
63 481 5373
120 494 5373
63 116 5373
120 494 5374
63 116 5374
63 481 5375
120 494 5375
63 116 5375
222 223 5376
120 494 5376
63 116 5376
63 481 5377
153 271 5377
120 494 5377
222 311 5378
120 494 5378
222 311 5379
116 222 5379
95 194 5379
119 448 5380
95 194 5380
119 448 5381
95 194 5381
222 431 5382
119 448 5382
63 481 5382
95 194 5382
119 448 5383
335 762 5386
63 481 5387
63 481 5388
63 481 5389
63 481 5390
335 762 5390
63 481 5391
63 481 5393
56 819 5395
63 481 5395
56 194 5395
56 819 5396
63 481 5396
56 194 5396
63 481 5397
63 481 5398
63 481 5400
63 481 5402
265 751 5404
95 253 5406
123 172 5407
123 172 5408
335 762 5409
63 499 5411
335 762 5411
63 499 5412
335 762 5412
63 499 5414
335 762 5414
335 762 5415
102 335 5422
265 335 5424
335 762 5424
102 335 5427
153 492 5436
153 492 5439
153 492 5440
335 762 5451
118 804 5453
194 311 5453
80 335 5465
80 335 5481
265 826 5487
751 804 5494
751 804 5495
751 804 5496
751 804 5497
751 804 5498
265 826 5499
751 804 5499
268 804 5500
751 804 5500
268 804 5501
751 804 5501
268 804 5502
751 804 5502
268 751 5502
335 762 5505
335 762 5506
154 285 5524
268 751 5526
335 771 5531
267 939 5532
311 496 5534
335 771 5534
275 335 5535
275 335 5536
275 335 5537
311 496 5538
275 335 5538
311 496 5539
311 496 5540
311 496 5541
311 496 5542
762 771 5542
311 496 5543
771 784 5543
762 784 5543
311 496 5544
311 496 5545
311 496 5546
311 496 5547
311 496 5548
153 492 5560
762 784 5564
311 496 5567
311 496 5568
311 496 5569
311 496 5570
265 804 5570
335 762 5570
335 762 5573
804 938 5577
804 938 5578
804 938 5579
804 938 5580
804 938 5581
311 496 5583
311 496 5584
804 938 5585
311 496 5585
804 938 5586
311 496 5586
311 496 5588
311 496 5589
80 771 5589
804 938 5590
311 496 5590
311 496 5592
222 826 5593
311 496 5593
154 499 5607
120 494 5608
154 499 5608
120 494 5609
222 826 5610
95 265 5618
95 265 5619
95 265 5620
120 819 5628
153 271 5639
172 196 5640
153 271 5640
153 271 5641
120 819 5642
153 271 5642
120 819 5643
153 271 5643
63 481 5643
153 271 5644
63 481 5644
153 271 5645
153 271 5646
153 271 5647
804 938 5648
153 271 5648
185 265 5650
185 265 5651
63 481 5651
63 481 5652
120 819 5653
120 819 5654
120 819 5655
120 819 5656
120 819 5657
35 845 5657
153 271 5657
120 819 5658
153 271 5659
265 826 5660
63 481 5663
153 154 5664
63 481 5668
120 819 5676
240 938 5686
240 938 5687
102 762 5724
172 196 5737
17 875 5754
120 172 5758
120 172 5759
17 335 5760
17 335 5762
17 335 5764
17 335 5765
172 196 5770
17 335 5770
172 196 5771
17 335 5771
48 875 5773
17 335 5774
17 335 5775
194 311 5786
17 762 5788
17 762 5789
194 311 5792
194 311 5793
194 311 5794
194 311 5795
194 311 5796
194 311 5798
194 311 5799
194 311 5800
120 494 5808
205 311 5809
240 938 5811
311 819 5811
153 271 5812
240 938 5813
205 819 5814
311 496 5815
95 496 5815
205 819 5815
95 223 5816
95 223 5817
223 819 5826
223 819 5827
223 819 5828
223 496 5829
223 819 5830
153 271 5830
223 819 5832
223 496 5832
223 819 5833
223 819 5834
223 819 5835
223 496 5835
223 819 5836
223 496 5836
150 481 5836
223 819 5837
223 819 5838
223 819 5839
223 496 5839
311 496 5843
223 496 5843
223 496 5844
223 496 5845
153 271 5845
223 496 5846
223 496 5847
223 496 5848
153 492 5849
223 819 5850
223 496 5850
153 492 5850
223 496 5851
223 496 5852
223 819 5852
223 496 5853
223 819 5854
223 496 5854
223 819 5855
223 496 5855
223 819 5856
223 819 5857
223 819 5858
223 496 5858
223 819 5859
223 496 5862
223 819 5863
223 496 5863
120 494 5863
223 496 5864
223 819 5864
496 819 5865
120 494 5866
496 819 5867
496 819 5868
223 496 5874
223 496 5875
153 271 5891
153 271 5896
153 271 5898
153 271 5899
153 271 5902
153 271 5903
153 271 5908
153 271 5912
153 271 5913
153 271 5919
153 271 5920
153 271 5921
268 845 5923
153 271 5928
153 271 5929
153 271 5930
153 271 5931
153 271 5933
153 271 5938
118 209 5946
265 826 5954
153 271 5954
265 826 5955
265 826 5959
265 826 5960
265 826 5970
265 826 5971
265 826 5972
265 826 5973
265 826 5974
265 826 5975
265 826 5976
153 271 5978
153 271 5979
153 271 5980
131 826 5980
265 826 5981
131 826 5983
153 271 5984
153 271 5985
153 271 5987
153 271 5991
153 271 5992
153 271 5993
153 271 5994
153 271 5997
153 271 5998
153 271 5999
35 826 6001
153 987 6003
271 492 6004
153 271 6004
153 271 6005
153 271 6006
15 223 6010
153 271 6014
15 223 6015
15 223 6016
