node_id1 node_id2 t subject count normalized_count interaction_percentile count_of_interactions_category
1632 1866 3 English 11 2.1551724137931036 57-71% Very_Low
1673 1698 3 English 37 7.758620689655173 85-100% Very_Low
1757 1760 3 English 39 8.189655172413794 85-100% Very_Low
1802 1805 3 English 10 1.9396551724137931 57-71% Very_Low
1459 1516 4 English 12 2.3706896551724137 71-85% Very_Low
1558 1567 4 English 195 41.810344827586206 85-100% Medium
1567 1574 4 English 90 19.181034482758623 85-100% Very_Low
1617 1641 4 English 215 46.12068965517241 85-100% Medium
1632 1866 4 English 11 2.1551724137931036 57-71% Very_Low
1673 1698 4 English 37 7.758620689655173 85-100% Very_Low
1757 1761 4 English 37 7.758620689655173 85-100% Very_Low
1809 1822 4 English 11 2.1551724137931036 57-71% Very_Low
1452 1498 5 English 40 8.405172413793103 85-100% Very_Low
1452 1520 5 English 18 3.6637931034482754 71-85% Very_Low
1468 1520 5 English 20 4.094827586206897 71-85% Very_Low
1498 1520 5 English 69 14.655172413793101 85-100% Very_Low
1502 1522 5 English 3 0.43103448275862066 14-28% Very_Low
1503 1539 5 English 113 24.137931034482758 85-100% Low
1617 1641 5 English 215 46.12068965517241 85-100% Medium
1643 1648 5 English 54 11.422413793103448 85-100% Very_Low
1673 1698 5 English 37 7.758620689655173 85-100% Very_Low
1752 1778 5 English 2 0.21551724137931033 0-14% Very_Low
1761 1783 5 English 75 15.948275862068966 85-100% Very_Low
1766 1770 5 English 43 9.051724137931034 85-100% Very_Low
1767 1787 5 English 115 24.568965517241377 85-100% Low
1774 1778 5 English 9 1.7241379310344827 57-71% Very_Low
1452 1477 6 English 112 23.92241379310345 85-100% Low
1452 1483 6 English 1 0.0 0-14% Very_Low
1452 1498 6 English 40 8.405172413793103 85-100% Very_Low
1457 1468 6 English 9 1.7241379310344827 57-71% Very_Low
1457 1502 6 English 24 4.956896551724138 71-85% Very_Low
1459 1483 6 English 10 1.9396551724137931 57-71% Very_Low
1459 1498 6 English 69 14.655172413793101 85-100% Very_Low
1459 1520 6 English 6 1.0775862068965518 42-57% Very_Low
1468 1520 6 English 20 4.094827586206897 71-85% Very_Low
1477 1498 6 English 19 3.8793103448275863 71-85% Very_Low
1479 1502 6 English 4 0.646551724137931 28-42% Very_Low
1503 1539 6 English 113 24.137931034482758 85-100% Low
1558 1567 6 English 195 41.810344827586206 85-100% Medium
1567 1574 6 English 90 19.181034482758623 85-100% Very_Low
1606 1616 6 English 249 53.44827586206896 85-100% Medium
1613 1628 6 English 202 43.31896551724138 85-100% Medium
1617 1641 6 English 215 46.12068965517241 85-100% Medium
1643 1648 6 English 54 11.422413793103448 85-100% Very_Low
1673 1698 6 English 37 7.758620689655173 85-100% Very_Low
1723 1809 6 English 119 25.43103448275862 85-100% Low
1723 1822 6 English 92 19.612068965517242 85-100% Very_Low
1757 1783 6 English 44 9.267241379310345 85-100% Very_Low
1757 1792 6 English 44 9.267241379310345 85-100% Very_Low
1767 1787 6 English 115 24.568965517241377 85-100% Low
1809 1822 6 English 11 2.1551724137931036 57-71% Very_Low
1451 1493 7 English 16 3.2327586206896552 71-85% Very_Low
1451 1495 7 English 13 2.586206896551724 71-85% Very_Low
1452 1458 7 English 33 6.896551724137931 85-100% Very_Low
1452 1477 7 English 112 23.92241379310345 85-100% Low
1452 1498 7 English 40 8.405172413793103 85-100% Very_Low
1452 1520 7 English 18 3.6637931034482754 71-85% Very_Low
1458 1461 7 English 44 9.267241379310345 85-100% Very_Low
1458 1477 7 English 52 10.991379310344827 85-100% Very_Low
1459 1483 7 English 10 1.9396551724137931 57-71% Very_Low
1459 1498 7 English 69 14.655172413793101 85-100% Very_Low
1461 1493 7 English 6 1.0775862068965518 42-57% Very_Low
1461 1495 7 English 13 2.586206896551724 71-85% Very_Low
1477 1520 7 English 10 1.9396551724137931 57-71% Very_Low
1483 1498 7 English 6 1.0775862068965518 42-57% Very_Low
1483 1520 7 English 5 0.8620689655172413 42-57% Very_Low
1493 1495 7 English 3 0.43103448275862066 14-28% Very_Low
1498 1520 7 English 69 14.655172413793101 85-100% Very_Low
1503 1539 7 English 113 24.137931034482758 85-100% Low
1560 1570 7 English 15 3.0172413793103448 71-85% Very_Low
1606 1616 7 English 249 53.44827586206896 85-100% Medium
1617 1641 7 English 215 46.12068965517241 85-100% Medium
1632 1818 7 English 18 3.6637931034482754 71-85% Very_Low
1673 1698 7 English 37 7.758620689655173 85-100% Very_Low
1723 1822 7 English 92 19.612068965517242 85-100% Very_Low
1767 1787 7 English 115 24.568965517241377 85-100% Low
1802 1835 7 English 13 2.586206896551724 71-85% Very_Low
1452 1458 8 English 33 6.896551724137931 85-100% Very_Low
1452 1477 8 English 112 23.92241379310345 85-100% Low
1452 1522 8 English 55 11.637931034482758 85-100% Very_Low
1453 1457 8 English 135 28.879310344827587 85-100% Low
1458 1461 8 English 44 9.267241379310345 85-100% Very_Low
1458 1477 8 English 52 10.991379310344827 85-100% Very_Low
1458 1502 8 English 10 1.9396551724137931 57-71% Very_Low
1459 1498 8 English 69 14.655172413793101 85-100% Very_Low
1459 1520 8 English 6 1.0775862068965518 42-57% Very_Low
1461 1502 8 English 5 0.8620689655172413 42-57% Very_Low
1468 1522 8 English 19 3.8793103448275863 71-85% Very_Low
1477 1522 8 English 49 10.344827586206897 85-100% Very_Low
1479 1495 8 English 39 8.189655172413794 85-100% Very_Low
1498 1520 8 English 69 14.655172413793101 85-100% Very_Low
1558 1564 8 English 46 9.698275862068966 85-100% Very_Low
1560 1570 8 English 15 3.0172413793103448 71-85% Very_Low
1564 1567 8 English 17 3.4482758620689653 71-85% Very_Low
1564 1574 8 English 48 10.129310344827585 85-100% Very_Low
1567 1574 8 English 90 19.181034482758623 85-100% Very_Low
1632 1818 8 English 18 3.6637931034482754 71-85% Very_Low
1643 1648 8 English 54 11.422413793103448 85-100% Very_Low
1673 1698 8 English 37 7.758620689655173 85-100% Very_Low
1711 1759 8 English 190 40.73275862068966 85-100% Medium
1723 1822 8 English 92 19.612068965517242 85-100% Very_Low
1741 1782 8 English 3 0.43103448275862066 14-28% Very_Low
1741 1801 8 English 8 1.5086206896551724 57-71% Very_Low
1757 1792 8 English 44 9.267241379310345 85-100% Very_Low
1766 1772 8 English 93 19.82758620689655 85-100% Very_Low
1767 1787 8 English 115 24.568965517241377 85-100% Low
1774 1775 8 English 85 18.103448275862068 85-100% Very_Low
1802 1805 8 English 10 1.9396551724137931 57-71% Very_Low
1802 1831 8 English 8 1.5086206896551724 57-71% Very_Low
1805 1831 8 English 2 0.21551724137931033 0-14% Very_Low
1452 1477 9 English 112 23.92241379310345 85-100% Low
1452 1498 9 English 40 8.405172413793103 85-100% Very_Low
1452 1520 9 English 18 3.6637931034482754 71-85% Very_Low
1453 1502 9 English 14 2.8017241379310347 71-85% Very_Low
1453 1522 9 English 4 0.646551724137931 28-42% Very_Low
1459 1498 9 English 69 14.655172413793101 85-100% Very_Low
1477 1520 9 English 10 1.9396551724137931 57-71% Very_Low
1498 1520 9 English 69 14.655172413793101 85-100% Very_Low
1503 1539 9 English 113 24.137931034482758 85-100% Low
1516 1522 9 English 3 0.43103448275862066 14-28% Very_Low
1558 1564 9 English 46 9.698275862068966 85-100% Very_Low
1562 1570 9 English 8 1.5086206896551724 57-71% Very_Low
1564 1574 9 English 48 10.129310344827585 85-100% Very_Low
1606 1616 9 English 249 53.44827586206896 85-100% Medium
1613 1616 9 English 6 1.0775862068965518 42-57% Very_Low
1617 1641 9 English 215 46.12068965517241 85-100% Medium
1632 1818 9 English 18 3.6637931034482754 71-85% Very_Low
1632 1866 9 English 11 2.1551724137931036 57-71% Very_Low
1643 1648 9 English 54 11.422413793103448 85-100% Very_Low
1673 1698 9 English 37 7.758620689655173 85-100% Very_Low
1711 1759 9 English 190 40.73275862068966 85-100% Medium
1723 1822 9 English 92 19.612068965517242 85-100% Very_Low
1748 1822 9 English 13 2.586206896551724 71-85% Very_Low
1757 1792 9 English 44 9.267241379310345 85-100% Very_Low
1767 1787 9 English 115 24.568965517241377 85-100% Low
1774 1775 9 English 85 18.103448275862068 85-100% Very_Low
1452 1459 10 English 26 5.387931034482758 71-85% Very_Low
1452 1477 10 English 112 23.92241379310345 85-100% Low
1453 1493 10 English 18 3.6637931034482754 71-85% Very_Low
1457 1468 10 English 9 1.7241379310344827 57-71% Very_Low
1457 1522 10 English 67 14.224137931034484 85-100% Very_Low
1459 1498 10 English 69 14.655172413793101 85-100% Very_Low
1459 1520 10 English 6 1.0775862068965518 42-57% Very_Low
1461 1479 10 English 11 2.1551724137931036 57-71% Very_Low
1468 1516 10 English 64 13.577586206896552 85-100% Very_Low
1468 1522 10 English 19 3.8793103448275863 71-85% Very_Low
1493 1502 10 English 119 25.43103448275862 85-100% Low
1498 1520 10 English 69 14.655172413793101 85-100% Very_Low
1558 1564 10 English 46 9.698275862068966 85-100% Very_Low
1564 1574 10 English 48 10.129310344827585 85-100% Very_Low
1613 1616 10 English 6 1.0775862068965518 42-57% Very_Low
1617 1911 10 English 21 4.310344827586207 71-85% Very_Low
1632 1818 10 English 18 3.6637931034482754 71-85% Very_Low
1643 1648 10 English 54 11.422413793103448 85-100% Very_Low
1673 1698 10 English 37 7.758620689655173 85-100% Very_Low
1766 1772 10 English 93 19.82758620689655 85-100% Very_Low
1774 1775 10 English 85 18.103448275862068 85-100% Very_Low
1802 1805 10 English 10 1.9396551724137931 57-71% Very_Low
1452 1477 11 English 112 23.92241379310345 85-100% Low
1452 1520 11 English 18 3.6637931034482754 71-85% Very_Low
1453 1457 11 English 135 28.879310344827587 85-100% Low
1453 1493 11 English 18 3.6637931034482754 71-85% Very_Low
1459 1498 11 English 69 14.655172413793101 85-100% Very_Low
1461 1479 11 English 11 2.1551724137931036 57-71% Very_Low
1468 1502 11 English 12 2.3706896551724137 71-85% Very_Low
1468 1522 11 English 19 3.8793103448275863 71-85% Very_Low
1477 1483 11 English 1 0.0 0-14% Very_Low
1483 1520 11 English 5 0.8620689655172413 42-57% Very_Low
1493 1502 11 English 119 25.43103448275862 85-100% Low
1498 1520 11 English 69 14.655172413793101 85-100% Very_Low
1503 1539 11 English 113 24.137931034482758 85-100% Low
1558 1564 11 English 46 9.698275862068966 85-100% Very_Low
1560 1570 11 English 15 3.0172413793103448 71-85% Very_Low
1564 1574 11 English 48 10.129310344827585 85-100% Very_Low
1603 1643 11 English 25 5.172413793103448 71-85% Very_Low
1617 1641 11 English 215 46.12068965517241 85-100% Medium
1632 1818 11 English 18 3.6637931034482754 71-85% Very_Low
1632 1866 11 English 11 2.1551724137931036 57-71% Very_Low
1643 1648 11 English 54 11.422413793103448 85-100% Very_Low
1673 1698 11 English 37 7.758620689655173 85-100% Very_Low
1766 1772 11 English 93 19.82758620689655 85-100% Very_Low
1774 1775 11 English 85 18.103448275862068 85-100% Very_Low
1452 1477 12 English 112 23.92241379310345 85-100% Low
1452 1520 12 English 18 3.6637931034482754 71-85% Very_Low
1459 1498 12 English 69 14.655172413793101 85-100% Very_Low
1498 1520 12 English 69 14.655172413793101 85-100% Very_Low
1501 1502 12 English 145 31.03448275862069 85-100% Low
1503 1545 12 English 9 1.7241379310344827 57-71% Very_Low
1613 1616 12 English 6 1.0775862068965518 42-57% Very_Low
1643 1648 12 English 54 11.422413793103448 85-100% Very_Low
1673 1698 12 English 37 7.758620689655173 85-100% Very_Low
1711 1759 12 English 190 40.73275862068966 85-100% Medium
1766 1772 12 English 93 19.82758620689655 85-100% Very_Low
1767 1787 12 English 115 24.568965517241377 85-100% Low
1774 1775 12 English 85 18.103448275862068 85-100% Very_Low
1802 1805 12 English 10 1.9396551724137931 57-71% Very_Low
1819 1836 12 English 16 3.2327586206896552 71-85% Very_Low
1835 1857 12 English 17 3.4482758620689653 71-85% Very_Low
1836 1866 12 English 9 1.7241379310344827 57-71% Very_Low
1452 1458 13 English 33 6.896551724137931 85-100% Very_Low
1452 1520 13 English 18 3.6637931034482754 71-85% Very_Low
1458 1493 13 English 61 12.931034482758621 85-100% Very_Low
1459 1498 13 English 69 14.655172413793101 85-100% Very_Low
1483 1520 13 English 5 0.8620689655172413 42-57% Very_Low
1498 1520 13 English 69 14.655172413793101 85-100% Very_Low
1632 1818 13 English 18 3.6637931034482754 71-85% Very_Low
1632 1866 13 English 11 2.1551724137931036 57-71% Very_Low
1673 1698 13 English 37 7.758620689655173 85-100% Very_Low
1723 1822 13 English 92 19.612068965517242 85-100% Very_Low
1766 1772 13 English 93 19.82758620689655 85-100% Very_Low
1767 1787 13 English 115 24.568965517241377 85-100% Low
1774 1775 13 English 85 18.103448275862068 85-100% Very_Low
1805 1831 13 English 2 0.21551724137931033 0-14% Very_Low
1819 1866 13 English 5 0.8620689655172413 42-57% Very_Low
1831 1866 13 English 5 0.8620689655172413 42-57% Very_Low
1452 1458 14 English 33 6.896551724137931 85-100% Very_Low
1452 1477 14 English 112 23.92241379310345 85-100% Low
1453 1458 14 English 2 0.21551724137931033 0-14% Very_Low
1453 1520 14 English 2 0.21551724137931033 0-14% Very_Low
1458 1477 14 English 52 10.991379310344827 85-100% Very_Low
1461 1516 14 English 91 19.396551724137932 85-100% Very_Low
1468 1502 14 English 12 2.3706896551724137 71-85% Very_Low
1560 1570 14 English 15 3.0172413793103448 71-85% Very_Low
1606 1616 14 English 249 53.44827586206896 85-100% Medium
1609 1911 14 English 5 0.8620689655172413 42-57% Very_Low
1632 1818 14 English 18 3.6637931034482754 71-85% Very_Low
1673 1698 14 English 37 7.758620689655173 85-100% Very_Low
1774 1775 14 English 85 18.103448275862068 85-100% Very_Low
1439 1486 15 English 24 4.956896551724138 71-85% Very_Low
1453 1493 15 English 18 3.6637931034482754 71-85% Very_Low
1503 1539 15 English 113 24.137931034482758 85-100% Low
1560 1594 15 English 49 10.344827586206897 85-100% Very_Low
1673 1698 15 English 37 7.758620689655173 85-100% Very_Low
1698 1745 15 English 62 13.14655172413793 85-100% Very_Low
1711 1752 15 English 16 3.2327586206896552 71-85% Very_Low
1723 1809 15 English 119 25.43103448275862 85-100% Low
1723 1822 15 English 92 19.612068965517242 85-100% Very_Low
1757 1792 15 English 44 9.267241379310345 85-100% Very_Low
1774 1775 15 English 85 18.103448275862068 85-100% Very_Low
1802 1805 15 English 10 1.9396551724137931 57-71% Very_Low
1809 1822 15 English 11 2.1551724137931036 57-71% Very_Low
1428 1471 16 English 19 3.8793103448275863 71-85% Very_Low
1428 1563 16 English 11 2.1551724137931036 57-71% Very_Low
1428 1592 16 English 3 0.43103448275862066 14-28% Very_Low
1458 1477 16 English 52 10.991379310344827 85-100% Very_Low
1603 1613 16 English 3 0.43103448275862066 14-28% Very_Low
1625 1628 16 English 103 21.982758620689655 85-100% Low
1757 1792 16 English 44 9.267241379310345 85-100% Very_Low
1774 1775 16 English 85 18.103448275862068 85-100% Very_Low
1805 1847 16 English 5 0.8620689655172413 42-57% Very_Low
1430 1482 17 English 30 6.25 85-100% Very_Low
1558 1564 17 English 46 9.698275862068966 85-100% Very_Low
1558 1567 17 English 195 41.810344827586206 85-100% Medium
1564 1567 17 English 17 3.4482758620689653 71-85% Very_Low
1564 1574 17 English 48 10.129310344827585 85-100% Very_Low
1567 1574 17 English 90 19.181034482758623 85-100% Very_Low
1617 1641 17 English 215 46.12068965517241 85-100% Medium
1723 1822 17 English 92 19.612068965517242 85-100% Very_Low
1757 1792 17 English 44 9.267241379310345 85-100% Very_Low
1767 1787 17 English 115 24.568965517241377 85-100% Low
1774 1775 17 English 85 18.103448275862068 85-100% Very_Low
1809 1822 17 English 11 2.1551724137931036 57-71% Very_Low
1818 1866 17 English 5 0.8620689655172413 42-57% Very_Low
1428 1451 18 English 4 0.646551724137931 28-42% Very_Low
1430 1435 18 English 7 1.293103448275862 57-71% Very_Low
1430 1489 18 English 2 0.21551724137931033 0-14% Very_Low
1558 1567 18 English 195 41.810344827586206 85-100% Medium
1567 1574 18 English 90 19.181034482758623 85-100% Very_Low
1585 1824 18 English 16 3.2327586206896552 71-85% Very_Low
1617 1641 18 English 215 46.12068965517241 85-100% Medium
1625 1628 18 English 103 21.982758620689655 85-100% Low
1630 1821 18 English 11 2.1551724137931036 57-71% Very_Low
1757 1792 18 English 44 9.267241379310345 85-100% Very_Low
1774 1775 18 English 85 18.103448275862068 85-100% Very_Low
1803 1821 18 English 8 1.5086206896551724 57-71% Very_Low
1427 1465 19 English 98 20.905172413793103 85-100% Low
1431 1465 19 English 44 9.267241379310345 85-100% Very_Low
1465 1585 19 English 2 0.21551724137931033 0-14% Very_Low
1477 1578 19 English 37 7.758620689655173 85-100% Very_Low
1558 1564 19 English 46 9.698275862068966 85-100% Very_Low
1558 1567 19 English 195 41.810344827586206 85-100% Medium
1564 1567 19 English 17 3.4482758620689653 71-85% Very_Low
1564 1574 19 English 48 10.129310344827585 85-100% Very_Low
1567 1574 19 English 90 19.181034482758623 85-100% Very_Low
1567 1594 19 English 16 3.2327586206896552 71-85% Very_Low
1606 1616 19 English 249 53.44827586206896 85-100% Medium
1632 1805 19 English 4 0.646551724137931 28-42% Very_Low
1697 1765 19 English 45 9.482758620689655 85-100% Very_Low
1711 1752 19 English 16 3.2327586206896552 71-85% Very_Low
1757 1792 19 English 44 9.267241379310345 85-100% Very_Low
1774 1775 19 English 85 18.103448275862068 85-100% Very_Low
1805 1866 19 English 4 0.646551724137931 28-42% Very_Low
1835 1836 19 English 2 0.21551724137931033 0-14% Very_Low
1426 1471 20 English 55 11.637931034482758 85-100% Very_Low
1427 1429 20 English 71 15.086206896551724 85-100% Very_Low
1477 1578 20 English 37 7.758620689655173 85-100% Very_Low
1625 1852 20 English 17 3.4482758620689653 71-85% Very_Low
1697 1765 20 English 45 9.482758620689655 85-100% Very_Low
1711 1759 20 English 190 40.73275862068966 85-100% Medium
1723 1822 20 English 92 19.612068965517242 85-100% Very_Low
1757 1792 20 English 44 9.267241379310345 85-100% Very_Low
1774 1775 20 English 85 18.103448275862068 85-100% Very_Low
1558 1564 21 English 46 9.698275862068966 85-100% Very_Low
1564 1567 21 English 17 3.4482758620689653 71-85% Very_Low
1564 1574 21 English 48 10.129310344827585 85-100% Very_Low
1567 1574 21 English 90 19.181034482758623 85-100% Very_Low
1603 1643 21 English 25 5.172413793103448 71-85% Very_Low
1604 1913 21 English 2 0.21551724137931033 0-14% Very_Low
1606 1616 21 English 249 53.44827586206896 85-100% Medium
1613 1902 21 English 37 7.758620689655173 85-100% Very_Low
1617 1919 21 English 9 1.7241379310344827 57-71% Very_Low
1630 1803 21 English 4 0.646551724137931 28-42% Very_Low
1630 1888 21 English 1 0.0 0-14% Very_Low
1641 1919 21 English 22 4.525862068965517 71-85% Very_Low
1643 1648 21 English 54 11.422413793103448 85-100% Very_Low
1697 1765 21 English 45 9.482758620689655 85-100% Very_Low
1723 1822 21 English 92 19.612068965517242 85-100% Very_Low
1757 1792 21 English 44 9.267241379310345 85-100% Very_Low
1774 1775 21 English 85 18.103448275862068 85-100% Very_Low
1852 1902 21 English 23 4.741379310344827 71-85% Very_Low
1911 1916 21 English 42 8.836206896551724 85-100% Very_Low
1913 1922 21 English 18 3.6637931034482754 71-85% Very_Low
1426 1471 22 English 55 11.637931034482758 85-100% Very_Low
1458 1477 22 English 52 10.991379310344827 85-100% Very_Low
1458 1489 22 English 2 0.21551724137931033 0-14% Very_Low
1458 1493 22 English 61 12.931034482758621 85-100% Very_Low
1458 1578 22 English 7 1.293103448275862 57-71% Very_Low
1477 1578 22 English 37 7.758620689655173 85-100% Very_Low
1558 1564 22 English 46 9.698275862068966 85-100% Very_Low
1558 1567 22 English 195 41.810344827586206 85-100% Medium
1564 1567 22 English 17 3.4482758620689653 71-85% Very_Low
1564 1574 22 English 48 10.129310344827585 85-100% Very_Low
1567 1574 22 English 90 19.181034482758623 85-100% Very_Low
1603 1643 22 English 25 5.172413793103448 71-85% Very_Low
1603 1922 22 English 55 11.637931034482758 85-100% Very_Low
1609 1917 22 English 76 16.163793103448278 85-100% Very_Low
1617 1641 22 English 215 46.12068965517241 85-100% Medium
1625 1628 22 English 103 21.982758620689655 85-100% Low
1625 1902 22 English 126 26.939655172413797 85-100% Low
1632 1895 22 English 7 1.293103448275862 57-71% Very_Low
1643 1913 22 English 4 0.646551724137931 28-42% Very_Low
1643 1922 22 English 19 3.8793103448275863 71-85% Very_Low
1723 1822 22 English 92 19.612068965517242 85-100% Very_Low
1757 1792 22 English 44 9.267241379310345 85-100% Very_Low
1774 1775 22 English 85 18.103448275862068 85-100% Very_Low
1807 1880 22 English 76 16.163793103448278 85-100% Very_Low
1818 1895 22 English 29 6.0344827586206895 85-100% Very_Low
1821 1885 22 English 4 0.646551724137931 28-42% Very_Low
1885 1895 22 English 10 1.9396551724137931 57-71% Very_Low
1911 1916 22 English 42 8.836206896551724 85-100% Very_Low
1913 1922 22 English 18 3.6637931034482754 71-85% Very_Low
1426 1471 23 English 55 11.637931034482758 85-100% Very_Low
1458 1477 23 English 52 10.991379310344827 85-100% Very_Low
1498 1520 23 English 69 14.655172413793101 85-100% Very_Low
1558 1564 23 English 46 9.698275862068966 85-100% Very_Low
1564 1574 23 English 48 10.129310344827585 85-100% Very_Low
1606 1616 23 English 249 53.44827586206896 85-100% Medium
1609 1917 23 English 76 16.163793103448278 85-100% Very_Low
1625 1628 23 English 103 21.982758620689655 85-100% Low
1714 1763 23 English 15 3.0172413793103448 71-85% Very_Low
1723 1822 23 English 92 19.612068965517242 85-100% Very_Low
1741 1820 23 English 5 0.8620689655172413 42-57% Very_Low
1757 1792 23 English 44 9.267241379310345 85-100% Very_Low
1774 1775 23 English 85 18.103448275862068 85-100% Very_Low
1831 1888 23 English 144 30.81896551724138 85-100% Low
1426 1471 24 English 55 11.637931034482758 85-100% Very_Low
1477 1578 24 English 37 7.758620689655173 85-100% Very_Low
1558 1564 24 English 46 9.698275862068966 85-100% Very_Low
1558 1567 24 English 195 41.810344827586206 85-100% Medium
1560 1594 24 English 49 10.344827586206897 85-100% Very_Low
1564 1567 24 English 17 3.4482758620689653 71-85% Very_Low
1564 1574 24 English 48 10.129310344827585 85-100% Very_Low
1567 1574 24 English 90 19.181034482758623 85-100% Very_Low
1609 1917 24 English 76 16.163793103448278 85-100% Very_Low
1625 1628 24 English 103 21.982758620689655 85-100% Low
1695 1920 24 English 243 52.1551724137931 85-100% Medium
1697 1765 24 English 45 9.482758620689655 85-100% Very_Low
1757 1792 24 English 44 9.267241379310345 85-100% Very_Low
1774 1775 24 English 85 18.103448275862068 85-100% Very_Low
1831 1888 24 English 144 30.81896551724138 85-100% Low
1888 1892 24 English 32 6.68103448275862 85-100% Very_Low
1426 1471 25 English 55 11.637931034482758 85-100% Very_Low
1477 1578 25 English 37 7.758620689655173 85-100% Very_Low
1500 1539 25 English 42 8.836206896551724 85-100% Very_Low
1625 1902 25 English 126 26.939655172413797 85-100% Low
1632 1819 25 English 12 2.3706896551724137 71-85% Very_Low
1663 1698 25 English 300 64.4396551724138 85-100% High
1684 1698 25 English 47 9.913793103448276 85-100% Very_Low
1698 1920 25 English 9 1.7241379310344827 57-71% Very_Low
1723 1809 25 English 119 25.43103448275862 85-100% Low
1757 1792 25 English 44 9.267241379310345 85-100% Very_Low
1774 1775 25 English 85 18.103448275862068 85-100% Very_Low
1809 1822 25 English 11 2.1551724137931036 57-71% Very_Low
1831 1888 25 English 144 30.81896551724138 85-100% Low
1426 1471 26 English 55 11.637931034482758 85-100% Very_Low
1545 1548 26 English 6 1.0775862068965518 42-57% Very_Low
1545 1549 26 English 4 0.646551724137931 28-42% Very_Low
1545 1815 26 English 9 1.7241379310344827 57-71% Very_Low
1548 1549 26 English 4 0.646551724137931 28-42% Very_Low
1548 1815 26 English 9 1.7241379310344827 57-71% Very_Low
1625 1628 26 English 103 21.982758620689655 85-100% Low
1663 1684 26 English 46 9.698275862068966 85-100% Very_Low
1663 1698 26 English 300 64.4396551724138 85-100% High
1682 1687 26 English 276 59.26724137931034 85-100% Medium
1723 1822 26 English 92 19.612068965517242 85-100% Very_Low
1757 1792 26 English 44 9.267241379310345 85-100% Very_Low
1774 1775 26 English 85 18.103448275862068 85-100% Very_Low
1831 1888 26 English 144 30.81896551724138 85-100% Low
1426 1471 27 English 55 11.637931034482758 85-100% Very_Low
1458 1578 27 English 7 1.293103448275862 57-71% Very_Low
1545 1653 27 English 7 1.293103448275862 57-71% Very_Low
1613 1907 27 English 46 9.698275862068966 85-100% Very_Low
1625 1628 27 English 103 21.982758620689655 85-100% Low
1656 1670 27 English 35 7.327586206896551 85-100% Very_Low
1656 1681 27 English 6 1.0775862068965518 42-57% Very_Low
1666 1674 27 English 20 4.094827586206897 71-85% Very_Low
1670 1674 27 English 28 5.818965517241379 85-100% Very_Low
1681 1745 27 English 12 2.3706896551724137 71-85% Very_Low
1684 1698 27 English 47 9.913793103448276 85-100% Very_Low
1757 1792 27 English 44 9.267241379310345 85-100% Very_Low
1774 1775 27 English 85 18.103448275862068 85-100% Very_Low
1802 1803 27 English 175 37.5 85-100% Low
1831 1888 27 English 144 30.81896551724138 85-100% Low
1426 1471 28 English 55 11.637931034482758 85-100% Very_Low
1500 1705 28 English 34 7.112068965517242 85-100% Very_Low
1503 1524 28 English 130 27.801724137931032 85-100% Low
1560 1594 28 English 49 10.344827586206897 85-100% Very_Low
1606 1616 28 English 249 53.44827586206896 85-100% Medium
1613 1907 28 English 46 9.698275862068966 85-100% Very_Low
1617 1641 28 English 215 46.12068965517241 85-100% Medium
1625 1628 28 English 103 21.982758620689655 85-100% Low
